"id","paginafb"
3561778,"https://www.facebook.com/LovelessCafe/"
3561779,"https://www.facebook.com/RoaringForkAZ/"
3561780,"https://facebook.com/ShoreSRQ/"
3561781,"https://facebook.com/pages/category/Italian-Restaurant/CIBO-402834436512363/?locale2=de_DE"
3561782,"https://facebook.com/zurkate/?locale2=de_DE"
3561783,"https://facebook.com/FORTLAUDERDALESMOKEBBQ/"
3561784,"https://www.facebook.com/TrueFoodKitchenPhoenix/"
3561785,"https://www.facebook.com/eatpuesto/"
3561786,"https://www.facebook.com/latoltecawb/"
3561787,"https://facebook.com/LaBaguetteCO/"
3561788,"https://www.facebook.com/SermetsCourtyard/"
3561789,"https://www.facebook.com/TournedosSteakhouse/"
3561791,"https://facebook.com/pages/category/Ice-Cream-Shop/Ghirardelli-Soda-Fountain-103544449706437/"
3561792,"https://www.facebook.com/SiBonCA/"
3561794,"https://www.facebook.com/RistoranteMammaGina/"
3561795,"https://www.facebook.com/pages/category/Burger-Restaurant/Tylers-Burgers-125889507450102/"
3561796,"https://facebook.com/pages/category/American-Restaurant/Ricks-Restaurant-160545717301258/"
3561801,"https://www.facebook.com/Square1BurgersFtMyers/"
3561802,"https://www.facebook.com/Aashirwadrestaurant/"
3561804,"https://www.facebook.com/CraveRealBurgersCoSprings/"
3561805,"https://facebook.com/RuthsChrisHonolulu/"
3561806,"https://www.facebook.com/VicAndAnthonysHouston/"
3561807,"https://www.facebook.com/pages/The-Melting-Pot/1680172458871423"
3561809,"https://facebook.com/OakSteakhouseCHS/"
3561810,"https://facebook.com/CitizenPublicHouse/"
3561811,"https://facebook.com/pages/French-Corner-Cafe/145823038782176"
3561812,"https://www.facebook.com/BabyKaysCajunKitchen/"
3561814,"https://www.facebook.com/schnitzelkitchen/"
3561815,"https://www.facebook.com/HanksSeafoodRestaurant/"
3561817,"https://www.facebook.com/pages/category/Steakhouse/T-Michaels-Steak-Lobster-366314236825036/"
3561820,"https://www.facebook.com/pages/category/Steakhouse/The-Standard-Nashville-100781623297271/"
3561821,"https://www.facebook.com/TalaveraRestaurant/"
3561823,"https://www.facebook.com/ElectricCheetah/"
3561824,"https://www.facebook.com/saporeitalianous/"
3561825,"https://www.facebook.com/chelseaskitchenaz/"
3561826,"https://www.facebook.com/pages/category/American-Restaurant/Copleys-on-Palm-Canyon-225682315084/"
3561827,"https://facebook.com/CasablancaCafeFL/?locale2=de_DE"
3561828,"https://www.facebook.com/EdelweissRest/"
3561829,"https://www.facebook.com/pages/category/American-Restaurant/Charlie-Weavers-Restaurant-309919107539/"
3561830,"https://www.facebook.com/pages/category/Diner/Highland-Park-Diner-115852435103504/"
3561831,"https://www.facebook.com/pages/category/Chocolate-Shop/Kilwins-Charleston-101178363388/"
3561832,"https://www.facebook.com/MastrosRestaurantsScottsdale/"
3561834,"https://www.facebook.com/connorssteakseafoodsarasota/"
3561835,"https://facebook.com/ritzcarltonnaples/"
3561837,"https://facebook.com/MaruGrandRapids/"
3561838,"https://facebook.com/marukameudon/"
3561840,"https://www.facebook.com/pages/category/American-Restaurant/Berninis-Bistro-La-Jolla-7615047703/"
3561842,"https://www.facebook.com/701mosaic/"
3561846,"https://www.facebook.com/pages/category/American-Restaurant/The-Cheesecake-Factory-559478000911991/"
3561848,"https://www.facebook.com/coloradospringsomeletteparlor/"
3561849,"https://www.facebook.com/TheGateHouseCafe/"
3561851,"https://www.facebook.com/shermansdeliandbakery/"
3561853,"https://www.facebook.com/pages/category/Abruzzo-Restaurant/Trattoria-Lucca-601474403198334/?locale2=de_DE"
3561854,"https://www.facebook.com/NYPDPIZZALAKECAY/"
3561859,"https://www.facebook.com/georgesatthecove/"
3561860,"https://www.facebook.com/eatthestillery/"
3561861,"https://www.facebook.com/FARM.PalmSprings/"
3561863,"https://facebook.com/cafeframboise/"
3561864,"https://www.facebook.com/fadis.meyerland/"
3561866,"https://www.facebook.com/pages/category/Italian-Restaurant/Christos-Ristorante-109407682432735/"
3561867,"https://www.facebook.com/osakaaz/"
